zone_key,emission_factor_type,production_mode,datetime,value,source
AU-WA,lifecycle,hydro discharge,9/9/2024 0:00:00,464.446282,"Electricity Maps, 2021 average"
BR-CS,lifecycle,hydro discharge,9/9/2024 0:00:00,170.1886567,"Electricity Maps, 2021 average"
AU-WA-RI,direct,hydro discharge,9/9/2024 0:00:00,292.8252893,"Electricity Maps, 2021 average"
NL,direct,hydro discharge,9/9/2024 0:00:00,350.7350602,"Electricity Maps, 2021 average"
IT-SO,direct,hydro discharge,9/9/2024 0:00:00,324.513241,"Electricity Maps, 2021 average"
US-CAR-DUK,direct,hydro discharge,9/9/2024 0:00:00,256.6697055,"Electricity Maps, 2021 average"
CA-YT,lifecycle,hydro discharge,9/9/2024 0:00:00,71.69917598,"Electricity Maps, 2021 average"
AX,direct,hydro discharge,9/9/2024 0:00:00,13.59160328,"Electricity Maps, 2021 average"
HU,direct,hydro discharge,9/9/2024 0:00:00,262.3991679,"Electricity Maps, 2021 average"
US-NW-IPCO,lifecycle,hydro discharge,9/9/2024 0:00:00,363.7149635,"Electricity Maps, 2021 average"
IS,lifecycle,hydro discharge,9/9/2024 0:00:00,27.88734968,"Electricity Maps, 2021 average"
MK,lifecycle,hydro discharge,9/9/2024 0:00:00,477.1004116,"Electricity Maps, 2021 average"
NG,lifecycle,hydro discharge,9/9/2024 0:00:00,377.6844058,"Electricity Maps, 2021 average"
AU-NSW,direct,hydro discharge,9/9/2024 0:00:00,609.1069593,"Electricity Maps, 2021 average"
AU-NSW,lifecycle,hydro discharge,9/9/2024 0:00:00,609.1069593,"Electricity Maps, 2021 average"
US-SW-WALC,direct,hydro discharge,9/9/2024 0:00:00,331.9160566,"Electricity Maps, 2021 average"
US-SE-SEPA,lifecycle,hydro discharge,9/9/2024 0:00:00,21.00939741,"Electricity Maps, 2021 average"
ES-CN-GC,direct,hydro discharge,9/9/2024 0:00:00,691.4218967,"Electricity Maps, 2021 average"
GE,lifecycle,hydro discharge,9/9/2024 0:00:00,166.2627932,"Electricity Maps, 2021 average"
FO-MI,lifecycle,hydro discharge,9/9/2024 0:00:00,408.8110194,"Electricity Maps, 2021 average"
FO-SI,lifecycle,hydro discharge,9/9/2024 0:00:00,408.8110194,"Electricity Maps, 2021 average"
FO,lifecycle,hydro discharge,9/9/2024 0:00:00,408.8110194,"Electricity Maps, 2021 average"
US-CENT-SWPP,lifecycle,hydro discharge,9/9/2024 0:00:00,495.5366116,"Electricity Maps, 2021 average"
AU-TAS-FI,direct,hydro discharge,9/9/2024 0:00:00,222.3430625,"Electricity Maps, 2021 average"
AU-TAS-FI,lifecycle,hydro discharge,9/9/2024 0:00:00,222.3430625,"Electricity Maps, 2021 average"
ID,lifecycle,hydro discharge,9/9/2024 0:00:00,652.36,"Electricity Maps, 2021 average"
US-HI-OA,lifecycle,hydro discharge,9/9/2024 0:00:00,923.6785888,"Electricity Maps, 2021 average"
DK-DK1,lifecycle,hydro discharge,9/9/2024 0:00:00,217.8603235,"Electricity Maps, 2021 average"
GB,lifecycle,hydro discharge,9/9/2024 0:00:00,255.1124327,"Electricity Maps, 2021 average"
US-NW-CHPD,lifecycle,hydro discharge,9/9/2024 0:00:00,25.41463315,"Electricity Maps, 2021 average"
NO-NO5,direct,hydro discharge,9/9/2024 0:00:00,11.33614055,"Electricity Maps, 2021 average"
CL-SEN,lifecycle,hydro discharge,9/9/2024 0:00:00,250.6877265,"Electricity Maps, 2021 average"
ES-IB-IZ,lifecycle,hydro discharge,9/9/2024 0:00:00,585.0528307,"Electricity Maps, 2021 average"
US-SW-WALC,lifecycle,hydro discharge,9/9/2024 0:00:00,387.9264387,"Electricity Maps, 2021 average"
US-FLA-JEA,lifecycle,hydro discharge,9/9/2024 0:00:00,680.867824,"Electricity Maps, 2021 average"
US-CAL-TIDC,direct,hydro discharge,9/9/2024 0:00:00,295.1221244,"Electricity Maps, 2021 average"
US-CAL-IID,lifecycle,hydro discharge,9/9/2024 0:00:00,605.7101777,"Electricity Maps, 2021 average"
LU,direct,hydro discharge,9/9/2024 0:00:00,240.3492022,"Electricity Maps, 2021 average"
US-NW-PSCO,lifecycle,hydro discharge,9/9/2024 0:00:00,613.7060456,"Electricity Maps, 2021 average"
BA,direct,hydro discharge,9/9/2024 0:00:00,484.2151202,"Electricity Maps, 2021 average"
RU,lifecycle,hydro discharge,9/9/2024 0:00:00,374.3554935,"Electricity Maps, 2021 average"
LV,lifecycle,hydro discharge,9/9/2024 0:00:00,333.7276629,"Electricity Maps, 2021 average"
US-NW-NWMT,lifecycle,hydro discharge,9/9/2024 0:00:00,690.0368232,"Electricity Maps, 2021 average"
US-CAL-IID,direct,hydro discharge,9/9/2024 0:00:00,493.0079136,"Electricity Maps, 2021 average"
NO-NO2,direct,hydro discharge,9/9/2024 0:00:00,13.21957696,"Electricity Maps, 2021 average"
UY,lifecycle,hydro discharge,9/9/2024 0:00:00,129.3468904,"Electricity Maps, 2021 average"
NO-NO1,lifecycle,hydro discharge,9/9/2024 0:00:00,31.126596,"Electricity Maps, 2021 average"
IT-SIC,direct,hydro discharge,9/9/2024 0:00:00,408.1438693,"Electricity Maps, 2021 average"
IT-SIC,lifecycle,hydro discharge,9/9/2024 0:00:00,408.1438693,"Electricity Maps, 2021 average"
DO,direct,hydro discharge,9/9/2024 0:00:00,440.1252322,"Electricity Maps, 2021 average"
US-MIDW-MISO,direct,hydro discharge,9/9/2024 0:00:00,501.3722921,"Electricity Maps, 2021 average"
US-NW-TPWR,lifecycle,hydro discharge,9/9/2024 0:00:00,64.2913404,"Electricity Maps, 2021 average"
US-NY-NYIS,direct,hydro discharge,9/9/2024 0:00:00,201.9650569,"Electricity Maps, 2021 average"
IN-DL,direct,hydro discharge,9/9/2024 0:00:00,349.592753,"Electricity Maps, 2021 average"
IN-KA,lifecycle,hydro discharge,9/9/2024 0:00:00,459.2042079,"Electricity Maps, 2021 average"
BR-S,direct,hydro discharge,9/9/2024 0:00:00,123.872732,"Electricity Maps, 2021 average"
MD,lifecycle,hydro discharge,9/9/2024 0:00:00,532.8755839,"Electricity Maps, 2021 average"
ES-IB-ME,lifecycle,hydro discharge,9/9/2024 0:00:00,816.545156,"Electricity Maps, 2021 average"
US-FLA-TEC,direct,hydro discharge,9/9/2024 0:00:00,510.6238715,"Electricity Maps, 2021 average"
IN-PB,lifecycle,hydro discharge,9/9/2024 0:00:00,689.1763429,"Electricity Maps, 2021 average"
CA-ON,direct,hydro discharge,9/9/2024 0:00:00,32.10017683,"Electricity Maps, 2021 average"
DK-BHM,direct,hydro discharge,9/9/2024 0:00:00,7.380585912,"Electricity Maps, 2021 average"
CA-AB,direct,hydro discharge,9/9/2024 0:00:00,483.0544489,"Electricity Maps, 2021 average"
CA-AB,lifecycle,hydro discharge,9/9/2024 0:00:00,483.0544489,"Electricity Maps, 2021 average"
US-CAR-SCEG,lifecycle,hydro discharge,9/9/2024 0:00:00,441.1224875,"Electricity Maps, 2021 average"
IN-HP,lifecycle,hydro discharge,9/9/2024 0:00:00,92.67451046,"Electricity Maps, 2021 average"
ES-CN-IG,lifecycle,hydro discharge,9/9/2024 0:00:00,1124.9,"Electricity Maps, 2021 average"
NL,lifecycle,hydro discharge,9/9/2024 0:00:00,453.2730919,"Electricity Maps, 2021 average"
NO,direct,hydro discharge,9/9/2024 0:00:00,8.456060465,"Electricity Maps, 2021 average"
JP-KN,direct,hydro discharge,9/9/2024 0:00:00,382.1195199,"Electricity Maps, 2021 average"
NO-NO4,direct,hydro discharge,9/9/2024 0:00:00,6.10508044,"Electricity Maps, 2021 average"
JP-TK,direct,hydro discharge,9/9/2024 0:00:00,461.9061331,"Electricity Maps, 2021 average"
PL,lifecycle,hydro discharge,9/9/2024 0:00:00,858.6446077,"Electricity Maps, 2021 average"
US-CENT-SPA,direct,hydro discharge,9/9/2024 0:00:00,164.0000443,"Electricity Maps, 2021 average"
US-NW-DOPD,lifecycle,hydro discharge,9/9/2024 0:00:00,27.48211122,"Electricity Maps, 2021 average"
US-HI-OA,direct,hydro discharge,9/9/2024 0:00:00,685.9001691,"Electricity Maps, 2021 average"
RU-2,direct,hydro discharge,9/9/2024 0:00:00,325.8977916,"Electricity Maps, 2021 average"
US-CAR-CPLE,lifecycle,hydro discharge,9/9/2024 0:00:00,316.5673094,"Electricity Maps, 2021 average"
ES-IB-ME,direct,hydro discharge,9/9/2024 0:00:00,635.0561225,"Electricity Maps, 2021 average"
EE,direct,hydro discharge,9/9/2024 0:00:00,352.3791809,"Electricity Maps, 2021 average"
BA,lifecycle,hydro discharge,9/9/2024 0:00:00,525.6400113,"Electricity Maps, 2021 average"
US-NY-NYIS,lifecycle,hydro discharge,9/9/2024 0:00:00,266.28721,"Electricity Maps, 2021 average"
UA,direct,hydro discharge,9/9/2024 0:00:00,239.8490654,"Electricity Maps, 2021 average"
UA,lifecycle,hydro discharge,9/9/2024 0:00:00,239.8490654,"Electricity Maps, 2021 average"
US-NW-PACW,direct,hydro discharge,9/9/2024 0:00:00,346.2845545,"Electricity Maps, 2021 average"
US-SE-SOCO,lifecycle,hydro discharge,9/9/2024 0:00:00,466.4047943,"Electricity Maps, 2021 average"
DK,direct,hydro discharge,9/9/2024 0:00:00,146.4313431,"Electricity Maps, 2021 average"
SE-SE4,lifecycle,hydro discharge,9/9/2024 0:00:00,44.21923474,"Electricity Maps, 2021 average"
US-MIDA-PJM,lifecycle,hydro discharge,9/9/2024 0:00:00,441.8625979,"Electricity Maps, 2021 average"
US-NW-PGE,lifecycle,hydro discharge,9/9/2024 0:00:00,200.4162674,"Electricity Maps, 2021 average"
PR,lifecycle,hydro discharge,9/9/2024 0:00:00,604.8374514,"Electricity Maps, 2021 average"
US-NW-NEVP,direct,hydro discharge,9/9/2024 0:00:00,419.2452387,"Electricity Maps, 2021 average"
US-MIDW-AECI,lifecycle,hydro discharge,9/9/2024 0:00:00,670.3401023,"Electricity Maps, 2021 average"
US-CAL-LDWP,lifecycle,hydro discharge,9/9/2024 0:00:00,420.1968418,"Electricity Maps, 2021 average"
AR,direct,hydro discharge,9/9/2024 0:00:00,263.1876458,"Electricity Maps, 2021 average"
US-SW-TEPC,direct,hydro discharge,9/9/2024 0:00:00,567.4448671,"Electricity Maps, 2021 average"
PE,direct,hydro discharge,9/9/2024 0:00:00,130.4074485,"Electricity Maps, 2021 average"
PA,lifecycle,hydro discharge,9/9/2024 0:00:00,228.3600385,"Electricity Maps, 2021 average"
RE,direct,hydro discharge,9/9/2024 0:00:00,398.8829701,"Electricity Maps, 2021 average"
US-FLA-TAL,lifecycle,hydro discharge,9/9/2024 0:00:00,464.9264342,"Electricity Maps, 2021 average"
LU,lifecycle,hydro discharge,9/9/2024 0:00:00,340.6233515,"Electricity Maps, 2021 average"
CR,lifecycle,hydro discharge,9/9/2024 0:00:00,40.29042614,"Electricity Maps, 2021 average"
ES-CN-HI,direct,hydro discharge,9/9/2024 0:00:00,198.4767426,"Electricity Maps, 2021 average"
ES-CN-HI,lifecycle,hydro discharge,9/9/2024 0:00:00,198.4767426,"Electricity Maps, 2021 average"
ZA,direct,hydro discharge,9/9/2024 0:00:00,702.6228259,"Electricity Maps, 2021 average"
ZA,lifecycle,hydro discharge,9/9/2024 0:00:00,702.6228259,"Electricity Maps, 2021 average"
JP-KY,lifecycle,hydro discharge,9/9/2024 0:00:00,388.7524476,"Electricity Maps, 2021 average"
US-SE-SEPA,direct,hydro discharge,9/9/2024 0:00:00,15.68587366,"Electricity Maps, 2021 average"
BO,direct,hydro discharge,9/9/2024 0:00:00,367.8411069,"Electricity Maps, 2021 average"
US-FLA-TAL,direct,hydro discharge,9/9/2024 0:00:00,355.8777125,"Electricity Maps, 2021 average"
US-CAR-CPLW,direct,hydro discharge,9/9/2024 0:00:00,389.0706031,"Electricity Maps, 2021 average"
ES-IB-MA,lifecycle,hydro discharge,9/9/2024 0:00:00,458.099186,"Electricity Maps, 2021 average"
ES-IB-MA,direct,hydro discharge,9/9/2024 0:00:00,338.2239079,"Electricity Maps, 2021 average"
HN,lifecycle,hydro discharge,9/9/2024 0:00:00,333.4148947,"Electricity Maps, 2021 average"
IN-UP,direct,hydro discharge,9/9/2024 0:00:00,672.5834948,"Electricity Maps, 2021 average"
US-TEN-TVA,lifecycle,hydro discharge,9/9/2024 0:00:00,364.5750273,"Electricity Maps, 2021 average"
BR-S,lifecycle,hydro discharge,9/9/2024 0:00:00,169.9496938,"Electricity Maps, 2021 average"
US-FLA-TEC,lifecycle,hydro discharge,9/9/2024 0:00:00,593.9242899,"Electricity Maps, 2021 average"
IT,direct,hydro discharge,9/9/2024 0:00:00,390.427968,"Electricity Maps, 2021 average"
IT,lifecycle,hydro discharge,9/9/2024 0:00:00,390.427968,"Electricity Maps, 2021 average"
IT-NO,direct,hydro discharge,9/9/2024 0:00:00,374.4052265,"Electricity Maps, 2021 average"
IT-NO,lifecycle,hydro discharge,9/9/2024 0:00:00,374.4052265,"Electricity Maps, 2021 average"
NO-NO3,lifecycle,hydro discharge,9/9/2024 0:00:00,25.55150635,"Electricity Maps, 2021 average"
US-SW-PNM,direct,hydro discharge,9/9/2024 0:00:00,620.5542545,"Electricity Maps, 2021 average"
US-CAR-SC,direct,hydro discharge,9/9/2024 0:00:00,565.7753046,"Electricity Maps, 2021 average"
BG,lifecycle,hydro discharge,9/9/2024 0:00:00,477.0777971,"Electricity Maps, 2021 average"
BR-NE,direct,hydro discharge,9/9/2024 0:00:00,116.8524693,"Electricity Maps, 2021 average"
SE-SE1,direct,hydro discharge,9/9/2024 0:00:00,47.31267598,"Electricity Maps, 2021 average"
SE,direct,hydro discharge,9/9/2024 0:00:00,47.31267598,"Electricity Maps, 2021 average"
SE-SE4,direct,hydro discharge,9/9/2024 0:00:00,15.36923662,"Electricity Maps, 2021 average"
GT,direct,hydro discharge,9/9/2024 0:00:00,269.647845,"Electricity Maps, 2020 average"
ES-CN-TE,direct,hydro discharge,9/9/2024 0:00:00,692.2103625,"Electricity Maps, 2021 average"
AM,direct,hydro discharge,9/9/2024 0:00:00,171.5953968,"Electricity Maps, 2020 average"
ME,direct,hydro discharge,9/9/2024 0:00:00,359.1318453,"Electricity Maps, 2021 average"
GB-ORK,direct,hydro discharge,9/9/2024 0:00:00,460.4020279,"Electricity Maps, 2021 average"
RS,lifecycle,hydro discharge,9/9/2024 0:00:00,537.2000447,"Electricity Maps, 2021 average"
CA-QC,lifecycle,hydro discharge,9/9/2024 0:00:00,28.44511343,"Electricity Maps, 2021 average"
US-SW-AZPS,lifecycle,hydro discharge,9/9/2024 0:00:00,455.6101507,"Electricity Maps, 2021 average"
US-TEX-ERCO,lifecycle,hydro discharge,9/9/2024 0:00:00,428.8286615,"Electricity Maps, 2021 average"
US-NW-PACE,lifecycle,hydro discharge,9/9/2024 0:00:00,639.8317921,"Electricity Maps, 2021 average"
JP-KY,direct,hydro discharge,9/9/2024 0:00:00,311.5124592,"Electricity Maps, 2021 average"
US-FLA-FPC,lifecycle,hydro discharge,9/9/2024 0:00:00,543.5831773,"Electricity Maps, 2021 average"
TR,direct,hydro discharge,9/9/2024 0:00:00,363.1179635,"Electricity Maps, 2021 average"
US-NW-GRID,direct,hydro discharge,9/9/2024 0:00:00,450.8330313,"Electricity Maps, 2021 average"
US-NW-BPAT,direct,hydro discharge,9/9/2024 0:00:00,64.16281499,"Electricity Maps, 2021 average"
US-NW-PSEI,lifecycle,hydro discharge,9/9/2024 0:00:00,142.0578701,"Electricity Maps, 2021 average"
ES-CN-FVLZ,lifecycle,hydro discharge,9/9/2024 0:00:00,959.3131304,"Electricity Maps, 2021 average"
US-FLA-FMPP,lifecycle,hydro discharge,9/9/2024 0:00:00,582.5695563,"Electricity Maps, 2021 average"
GE,direct,hydro discharge,9/9/2024 0:00:00,114.6367241,"Electricity Maps, 2021 average"
IN-UP,lifecycle,hydro discharge,9/9/2024 0:00:00,733.8361105,"Electricity Maps, 2021 average"
TW,direct,hydro discharge,9/9/2024 0:00:00,548.2072674,"Electricity Maps, 2021 average"
TW,lifecycle,hydro discharge,9/9/2024 0:00:00,548.2072674,"Electricity Maps, 2021 average"
US-CAR-SC,lifecycle,hydro discharge,9/9/2024 0:00:00,648.4341212,"Electricity Maps, 2021 average"
SV,lifecycle,hydro discharge,9/9/2024 0:00:00,185.8845788,"Electricity Maps, 2021 average"
PF,lifecycle,hydro discharge,9/9/2024 0:00:00,439.5096291,"Electricity Maps, 2021 average"
SI,direct,hydro discharge,9/9/2024 0:00:00,322.6558122,"Electricity Maps, 2021 average"
SI,lifecycle,hydro discharge,9/9/2024 0:00:00,322.6558122,"Electricity Maps, 2021 average"
MD,direct,hydro discharge,9/9/2024 0:00:00,424.6352529,"Electricity Maps, 2021 average"
CH,direct,hydro discharge,9/9/2024 0:00:00,189.6555488,"Electricity Maps, 2022 average"
US-NE-ISNE,lifecycle,hydro discharge,9/9/2024 0:00:00,283.2590527,"Electricity Maps, 2021 average"
AD,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AE,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AF,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AG,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AL,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AO,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AU-LH,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AU-NT,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AU-TAS-CBI,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AU,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
AZ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BB,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BD,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BF,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BH,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BI,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BJ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BN,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BR,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BS,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BT,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BW,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BY,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
BZ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-BC,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-MB,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-NB,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-NL-LB,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-NL-NF,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-NT,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-NU,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CA-SK,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CD,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CF,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CG,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CI,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CL-CHP,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CL-SEA,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CL-SEM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CN,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CO,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CU,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
CV,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
DJ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
DM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
DZ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
EC,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
EG,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
EH,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
ER,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
ES-CE,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
ES-ML,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
ET,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
FJ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
FK,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
FM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
FR-COR,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GA,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GB-ZET,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GF,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GH,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GI,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GL,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GN,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GP,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GQ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GS,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GU,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GW,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
GY,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
HM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
HT,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
IM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
IN-AN,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
IN-UT,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
IQ-KUR,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
IR,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JO,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-CB,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-CG,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-HKD,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-HR,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-ON,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-SK,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP-TH,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
JP,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
KE,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
KG,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
KH,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
KM,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
KP,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
KZ,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LA,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LB,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LC,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LI,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LK,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LR,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LS,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
LY,direct,hydro discharge,9/9/2024 0:00:00,324.69,2021 annual mean carbon intensity by Electricity Maps
